Gene ID	Mirbase ID	Site Type	UTR start	UTR end	3P_score	Local_AU	Min_dist	Len_3UTR	SA	Len_ORF	ORF8m	Off6m	TA_3UTR	SPS	PCT
LIN28B	hsa-miR-98-5p	7mer-1a	4277	4283	1.5	0.75204	2.40513333333	3.65830232558	-1.62857142857	2.87933333333			3.39233333333	-6.69884210526	0.0
LPHN1	hsa-let-7a-5p	6mer	1238	1243	1.0	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7b-5p	6mer	1238	1243	1.0	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7c-5p	6mer	1238	1243	1.0	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7d-5p	6mer	1238	1243	1.52083333333	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7e-5p	6mer	1238	1243	1.0	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7f-5p	6mer	1238	1243	1.0	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7g-5p	6mer	1238	1243	1.0	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-let-7i-5p	6mer	1238	1243	-0.0416666666667	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-miR-10a-5p	6mer	178	183	2.04166666667	0.426175	2.24625	3.215	-3.34714285714	3.63210344828			3.43327586207	-8.42028571429	0.0
LPHN1	hsa-miR-10a-5p	7mer-m8	190	196	2.5	0.445333333333	2.26483928571	3.21561038961	-1.52971641791	3.64296			3.43275539568	-10.2108888889	0.0
LPHN1	hsa-miR-10b-5p	6mer	178	183	2.45833333333	0.426175	2.24625	3.215	-3.34714285714	3.63210344828			3.43327586207	-8.42028571429	0.0
LPHN1	hsa-miR-10b-5p	7mer-m8	190	196	3.0	0.445333333333	2.26483928571	3.21561038961	-1.52971641791	3.64296			3.43275539568	-10.2108888889	0.0
LPHN1	hsa-miR-18a-5p	6mer	1548	1553	1.52083333333	0.3904	3.1965	3.485	-2.71628571429	3.63210344828			3.33986206897	-6.02485714286	0.0
LPHN1	hsa-miR-18a-5p	6mer	1564	1569	2.45833333333	0.283075	3.1965	3.485	-1.29685714286	3.63210344828			3.33986206897	-6.02485714286	0.0
LPHN1	hsa-miR-18b-5p	6mer	1548	1553	1.52083333333	0.3904	3.1965	3.485	-2.71628571429	3.63210344828			3.33986206897	-6.02485714286	0.0
LPHN1	hsa-miR-18b-5p	6mer	1564	1569	2.45833333333	0.283075	3.1965	3.485	-1.29685714286	3.63210344828			3.33986206897	-6.02485714286	0.0
LPHN1	hsa-miR-4458	6mer	1238	1243	2.97916666667	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-miR-4500	6mer	1238	1243	-0.0416666666667	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
LPHN1	hsa-miR-4651	8mer-1a	2697	2704	3.0	0.252220472441	2.63813559322	3.49643548387	-1.30360869565	3.64943902439			3.7566036036	-13.2938571429	0.0
LPHN1	hsa-miR-4735-3p	6mer	1548	1553	1.0	0.3904	3.1965	3.485	-2.71628571429	3.63210344828			3.33986206897	-6.02485714286	0.0
LPHN1	hsa-miR-4735-3p	6mer	1564	1569	2.45833333333	0.283075	3.1965	3.485	-1.29685714286	3.63210344828			3.33986206897	-6.02485714286	0.0
LPHN1	hsa-miR-602	7mer-1a	1061	1067	3.0	0.34812	2.6674	3.27150387597	-2.00696103896	3.65404761905			2.92303418803	-7.66136842105	0.0
LPHN1	hsa-miR-602	8mer-1a	2096	2103	2.0	0.545062992126	3.01227118644	3.49643548387	-6.18743478261	3.64943902439			2.91991891892	-10.943	0.0
LPHN1	hsa-miR-604	7mer-1a	1046	1052	3.0	0.31752	2.70486666667	3.27150387597	-5.08137662338	3.65404761905			3.46209401709	-10.1746315789	0.0
LPHN1	hsa-miR-604	6mer	2390	2395	2.97916666667	0.330775	2.87975	3.485	-4.13571428571	3.63210344828			3.45996551724	-10.2168571429	0.0
LPHN1	hsa-miR-604	6mer	295	300	2.45833333333	0.41425	2.4725	3.215	-4.92428571429	3.63210344828			3.45996551724	-10.2168571429	0.0
LPHN1	hsa-miR-604	8mer-1a	437	444	2.5	0.399637795276	2.63813559322	3.21932258065	-2.81373913043	3.64943902439			3.4619009009	-12.5725714286	0.0
LPHN1	hsa-miR-605-5p	6mer	2804	2809	0.479166666667	0.65275	2.51775	3.485	-1.61228571429	3.63210344828			3.51334482759	-4.07857142857	0.0
LPHN1	hsa-miR-608	8mer-1a	2697	2704	2.0	0.252220472441	2.63813559322	3.49643548387	-1.30360869565	3.64943902439			3.7566036036	-13.2938571429	0.0
LPHN1	hsa-miR-609	7mer-1a	1314	1320	2.5	0.48888	2.74233333333	3.3186744186	-1.29748051948	3.65404761905			3.38599145299	-8.57042105263	0.0
LPHN1	hsa-miR-609	7mer-1a	1612	1618	2.0	0.32976	3.19193333333	3.49792248062	-4.65568831169	3.65404761905			3.38599145299	-8.57042105263	0.0
LPHN1	hsa-miR-98-5p	6mer	1238	1243	-0.0416666666667	0.3904	2.744	3.323	-5.55514285714	3.63210344828			3.39324137931	-6.77342857143	0.0
NLRP1	hsa-miR-10a-5p	7mer-m8	359	365	1.5	0.35688700565	2.32216071429	3.14512987013	-3.37385820896	3.61428			3.43275539568	-10.2108888889	0.0
NLRP1	hsa-miR-10b-5p	7mer-m8	359	365	1.5	0.35688700565	2.32216071429	3.14512987013	-3.37385820896	3.61428			3.43275539568	-10.2108888889	0.0
NLRP1	hsa-miR-604	7mer-1a	274	280	2.5	0.42768	2.3302	3.14886046512	-3.47322077922	3.62366666667			3.46209401709	-10.1746315789	0.0
ZNF197	hsa-miR-101-3p.1	7mer-1a	1411	1417	3.0	0.61128	2.70486666667	3.29037209302	-1.15558441558	2.90971428571			3.54453846154	-4.98768421053	0.0
ZNF197	hsa-miR-101-3p.1	6mer	344	349	2.04166666667	0.6289	2.51775	3.107	-2.55857142857	2.90686206897			3.54003448276	-4.97685714286	0.0
ZNF197	hsa-miR-603	7mer-m8	1583	1589	3.0	0.696406779661	2.55144642857	3.28609090909	-1.36206716418	2.9164			3.63923021583	-8.03844444444	0.0
ZNF197	hsa-miR-605-5p	7mer-m8	565	571	2.0	0.696406779661	2.75207142857	3.10597402597	-2.87091044776	2.9164			3.50944604317	-7.28644444444	0.0
ZNF197	hsa-miR-606	6mer	1712	1717	2.97916666667	0.60505	2.33675	3.296	-1.13914285714	2.90686206897			3.35320689655	-4.22828571429	0.0
ZNF197	hsa-miR-607	8mer-1a	1597	1604	2.0	0.65462992126	2.52301694915	3.28759677419	-1.36786956522	2.91509756098			3.97678378378	-3.35614285714	0.0
ZNF197	hsa-miR-607	7mer-m8	1642	1648	2.0	0.724937853107	2.46546428571	3.28609090909	-1.19441791045	2.9164			3.97548920863	-3.35933333333	0.0
ZNF197	hsa-miR-607	6mer	1716	1721	1.52083333333	0.55735	2.33675	3.296	-1.13914285714	2.90686206897			3.9804137931	-2.282	0.0
