Gene ID	Mirbase ID	Site type	Site start	Site end	Threep score	Local AU score	Min dist	UTR length score	ORF length	ORF 8mers	Off6m score	TA	SPS
LPHN1	hsa-miR-4458	6mer	1238	1243	3.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-miR-4500	6mer	1238	1243	0.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-miR-4651	8mer-1a	2697	2704	3.0	0.252986589034	2.63097168629	3.49575727171	3.6471872979	0	0.301029995664	3.758	-13.3
LPHN1	hsa-miR-4735-3p	6mer	1548	1553	1.0	0.390639562651	3.1894903137	3.49575727171	3.6471872979	0	0.301029995664	3.334	-6.08
LPHN1	hsa-miR-4735-3p	6mer	1564	1569	2.5	0.286839091057	3.19347729433	3.49575727171	3.6471872979	0	0.301029995664	3.334	-6.08
LPHN1	hsa-miR-602	7mer-1a	1061	1067	3.0	0.346104442299	2.68395164116	3.27033605741	3.6471872979	0	0.0	2.92	-7.67
LPHN1	hsa-miR-602	8mer-1a	2096	2103	2.0	0.544865378596	3.01221908004	3.49575727171	3.6471872979	0	0.0	2.92	-10.93
LPHN1	hsa-miR-604	7mer-1a	1046	1052	3.0	0.315094596901	2.68899059014	3.27033605741	3.6471872979	1	0.0	3.461	-10.2
LPHN1	hsa-miR-604	6mer	2390	2395	3.0	0.325125904732	2.86719339646	3.49575727171	3.6471872979	1	0.0	3.461	-10.2
LPHN1	hsa-miR-604	6mer	295	300	2.5	0.415769278811	2.46834733041	3.21940323834	3.6471872979	1	0.0	3.461	-10.2
LPHN1	hsa-miR-604	8mer-1a	437	444	2.5	0.400048859054	2.63948648927	3.21940323834	3.6471872979	1	0.0	3.461	-12.56
LPHN1	hsa-miR-605-5p	6mer	2804	2809	0.5	0.649613181215	2.50857686559	3.49575727171	3.6471872979	0	0.0	3.507	-4.03
LPHN1	hsa-miR-608	8mer-1a	2697	2704	2.0	0.252986589034	2.63097168629	3.49575727171	3.6471872979	0	0.301029995664	3.758	-13.3
LPHN1	hsa-miR-609	7mer-1a	1314	1320	2.5	0.488396610852	2.75405712749	3.32155370455	3.6471872979	0	0.0	3.388	-8.57
LPHN1	hsa-miR-609	7mer-1a	1612	1618	2.0	0.329190805741	3.17999247183	3.49575727171	3.6471872979	0	0.0	3.388	-8.57
LPHN1	hsa-miR-98-5p	6mer	1238	1243	0.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
NLRP1	hsa-miR-10a-5p	7mer-m8	359	365	1.5	0.356195184629	2.32405681745	3.14745372409	3.6171052305	0	0.0	3.432	-10.2
NLRP1	hsa-miR-10b-5p	7mer-m8	359	365	1.5	0.356195184629	2.32405681745	3.14745372409	3.6171052305	0	0.0	3.432	-10.2
NLRP1	hsa-miR-604	7mer-1a	274	280	2.5	0.428867404725	2.32418730261	3.14745372409	3.6171052305	0	0.0	3.461	-10.2
ZNF197	hsa-miR-101-3p.1	7mer-1a	1411	1417	3.0	0.610390054254	2.71868719196	3.28785174707	2.91275330367	0	0.0	3.544	-5.01
ZNF197	hsa-miR-101-3p.1	6mer	344	349	2.0	0.629269880459	2.53529412004	3.10866666813	2.91275330367	0	0.0	3.544	-5.01
ZNF197	hsa-miR-603	7mer-m8	1583	1589	3.0	0.696245786635	2.54558349243	3.28785174707	2.91275330367	0	0.0	3.637	-8.03
ZNF197	hsa-miR-605-5p	7mer-m8	565	571	2.0	0.696568400365	2.7414676274	3.10866666813	2.91275330367	0	0.0	3.507	-7.29
ZNF197	hsa-miR-606	6mer	1712	1717	3.0	0.603667022542	2.34873979693	3.28785174707	2.91275330367	0	0.0	3.354	-4.28
ZNF197	hsa-miR-607	8mer-1a	1597	1604	2.0	0.653934679411	2.52662798747	3.28785174707	2.91275330367	0	0.0	3.977	-3.36
ZNF197	hsa-miR-607	7mer-m8	1642	1648	2.0	0.72518083113	2.46571504915	3.28785174707	2.91275330367	0	0.0	3.977	-3.36
ZNF197	hsa-miR-607	6mer	1716	1721	1.5	0.555536607265	2.34088698867	3.28785174707	2.91275330367	0	0.0	3.977	-2.26
